Crop,District,Office Name,PIN-code,Price,StateName,Vendor Name,Weight,id
Onions,CHATRA,Barisakhi BO,825408,64.75,Jharkhand,Kaavalan,1.5,1581
Rajma,KOTHAGUDEM,Bethampudi B.O,507123,253.75,Telangana,Selvendran,1.5,1582
Capsicum,BHONGIR,Kurmedu B.O,508250,120.25,Telangana,Mehalraj,2,1583
Wheat,BHONGIR,Kurmedu B.O,508250,59.25,Telangana,Anhithi,1.5,1584
Rice,THANE,Mugaon B.O,421403,92,Maharashtra,Awani,2,1585
Capsicum,DEHRADUN,Mundhol BO,248199,180.5,Uttarakhand,Ramilan,3,1586
Tamarind,SAHIBGANJ,Srikund BO,816101,174,Jharkhand,Dhanaja,1,1587
Grapes,LUCKNOW,Military Hospital SO,226002,97.25,Uttar Pradesh,Rahethan,1.5,1588
Potatoes,NANDURBAR,Shahane B.O,425444,26.75,Maharashtra,Dayamithan,1.5,1589
Carrots,NAGAR KURNOOL,Marepally B.O,509406,26.25,Telangana,Nithyadevi,0.5,1590
Barley,PUDUKKOTTAI,Thondaimanendal B.O,614616,270.75,Tamil Nadu,Pratishtha,2,1591
Cucumbers,SIVAGANGA,Silambani B.O,630302,124,Tamil Nadu,Kaartiki,3,1592
Strawberry,South Tripura,Holakhet B.O,799013,1212.5,Tripura,Shikar,3,1593
Masoor Dal,FATEHABAD,Jhalnia BO,125050,293.25,Haryana,Govindarajan,3,1594
Onions,BIKANER,Thawariya B.O,334802,64.75,Rajasthan,Yutheesha,1.5,1595
Spinach,KARIMGANJ,Tikarburunga B.O,788817,26.75,Assam,Carney,0.5,1596
Garlic,NAWANSHAHR,Naura SO,144508,562,Punjab,Praachi,2,1597
Wheat,BARGARH,Chendeikela B.O,768050,118.5,Odisha,Abezag,3,1598
Oats,West Tripura,Goliraibari B.O,799103,468,Tripura,Vibanya,3,1599
Corn,PURI,Siaro,752121,379.75,Odisha,Nirusheeka,2,1600
Sweet Potatoes,MALAPPURAM,Poongode BO,679327,81.75,Kerala,Nitharsanan,1,1601
Rajma,GONDIA,Bondegaon (Surban) B.O,441702,338.5,Maharashtra,Narmishan,2,1602
Carrots,WEST MIDNAPORE,Dudhkumrarhat BO,721130,131.5,West Bengal,Jathurshaya,2.5,1603
Potatoes,Krishna,Chitturu B.O,521150,26.75,Andhra Pradesh,Niza,1.5,1604
Strawberry,KALABURAGI,Afjalpur S.O,585301,1212.5,Karnataka,Vanishree,3,1605
Garlic,NALANDA,Bakra BO,803110,702.5,Bihar,Aathishankar,2.5,1606
Tamarind,UDAIPUR,Jhadol (S) S.O,313905,434.75,Rajasthan,Idumban,2.5,1607
Rajma,JAIPUR,Hadota BO,303702,423,Rajasthan,Jincy,2.5,1608
Rice,RAYAGADA,Akhusingi B.O,765025,115.25,Odisha,Warshiyan,2.5,1609
Sweet Potatoes,HOSHANGABAD,Kamtada B.O,461331,122.75,Madhya Pradesh,Aathiyarasi,1.5,1610
Capsicum,SIDHI,Umaria B.O,486666,30,Madhya Pradesh,Sarithavarthini,0.5,1611
Barley,Malegaon,Sherul B.O,423105,67.75,Maharashtra,Ridusani,0.5,1612
Masoor Dal,GOLAGHAT,Howtoly B.O,785702,244.5,Assam,Pankil,2.5,1613
Spinach,MEERUT,Darveshpur BO,250401,107.25,Uttar Pradesh,Enbhaya,2,1614
Grapes,MURSHIDABAD,Kuli BO,742202,129.75,West Bengal,Srivathsan,2,1615
Onions,RAISEN,Makhni B.O,464551,129.75,Madhya Pradesh,Harihalan,3,1616
Wheat,SURENDRA NAGAR,Jasapar BO,363510,98.75,Gujarat,Ateet,2.5,1617
Oats,ROHTAK,Bakheta BO,124406,156,Haryana,Laheethana,1,1618
Corn,GORAKHPUR,Gopala BO,273302,379.75,Uttar Pradesh,Nithyangi,2,1619
Cucumbers,COIMBATORE,Uthukuli Zamin S.O,642004,41.25,Tamil Nadu,Vansha,1,1620
Potatoes,SURENDRA NAGAR,Kalmad BO,363510,53.5,Gujarat,Yeshika,3,1621
Sweet Potatoes,AURANGABAD,Azamgarh BO,824217,81.75,Bihar,Hariprima,1,1622
Oats,SHAHJAHANPUR,Malhpur BO,242223,390,Uttar Pradesh,Deluxson,2.5,1623
Capsicum,Leh,Saspol S.O,194402,60.25,Jammu and Kashmir,Jaishankar,1,1624
Onions,BULANDSHAHR,Shahbaz Pur BO,203131,64.75,Uttar Pradesh,Hiritharan,1.5,1625
Tamarind,MALDA,Khaschandpur BO,732201,521.75,West Bengal,Shrimate,3,1626
Cucumbers,Chittoor,Diguvamagham B.O,517129,20.75,Andhra Pradesh,Shray,0.5,1627
Masoor Dal,ANANTHNAG,Vesshu BO,192221,244.5,Jammu and Kashmir,Srivarthan,2.5,1628
Wheat,AHMED NAGAR,Deotakli B.O,414502,79,Maharashtra,Logeishsri,2,1629
Barley,GANJAM,B.L.N.Pur B.O,761032,338.5,Odisha,Rinthiya,2.5,1630
Carrots,JUNAGADH,Dharigundali Juni BO,362020,26.25,Gujarat,Hemdev,0.5,1631
Rice,UDUPI,Kunjibettu SO,576102,92,Karnataka,Elanthendral,2,1632
Rajma,West Godavari,Sivaraopeta S.O,534202,338.5,Andhra Pradesh,Akshika,2,1633
Corn,MALDA,Sherpur BO,732206,379.75,West Bengal,Arulini,2,1634
Garlic,SOUTH 24 PARGANAS,Sitalatala Rajarampur BO,743513,702.5,West Bengal,Sandhanu,2.5,1635
Spinach,BHAGALPUR,Sohail BO,813204,80.25,Bihar,Asta,1.5,1636
Grapes,SAMBA,Jakh BO,184120,64.75,Jammu and Kashmir,Karthigaichelvi,1,1637
Strawberry,PUDUKKOTTAI,Arputhapuram B.O,622506,404.25,Tamil Nadu,Yaasagi,1,1638
Sweet Potatoes,VISAKHAPATNAM,Bandaveedhi B.O,531029,41,Andhra Pradesh,Vikranti,0.5,1639
Masoor Dal,PRATAPGHAR,Kachotiya B.O,312605,49,Rajasthan,Paravathy,0.5,1640
Barley,BALESWAR,Chaumukh B.O,756083,338.5,Odisha,Theertha,2.5,1641
Wheat,SAMBHAL,Alipur Buzurg BO,244414,59.25,Uttar Pradesh,Kaanagan,1.5,1642
Onions,JAGTIAL,Nakkalapet B.O,505454,21.5,Telangana,Gahana,0.5,1643
Grapes,BHILWARA,Gadoli B.O,311201,64.75,Rajasthan,Saathuryen,1,1644
Cucumbers,BARWANI,Nagalwadi B.O,451449,103.5,Madhya Pradesh,Tasharath,2.5,1645
Carrots,TIRUVARUR,Semangalam B.O,611101,26.25,Tamil Nadu,Sanitha,0.5,1646
Strawberry,KAUSHAMBI,Yugrajpur BO,212216,404.25,Uttar Pradesh,Thivinan,1,1647
Capsicum,HOSHANGABAD,Tigria B.O,461116,150.5,Madhya Pradesh,Ragab,2.5,1648
Garlic,SANGRUR,Lassoi BO,148023,562,Punjab,Sakshitha,2,1649
Rajma,VADODARA,Nalia BO,391120,423,Gujarat,Nieroshan,2.5,1650
Potatoes,AHMEDABAD,Dhedasana BO,382130,17.75,Gujarat,Varshnika,1,1651
Oats,BALOD BAZER,Borsi BO,493335,312,Chattisgarh,Punarnava,2,1652
Corn,JORHAT,Nagadhuli B.O,785633,379.75,Assam,Fanibhushan,2,1653
Tamarind,NAGAPATTINAM,Chandrapadi B.O,609307,260.75,Tamil Nadu,Jeevaesh,1.5,1654
Spinach,FAIZABAD,Khapradih SO,224205,134,Uttar Pradesh,Naatheeshan,2.5,1655
Rice,CHANDAULI,Prabhupur BO,232109,138.25,Uttar Pradesh,Megna,3,1656
Rajma,KRISHNA,Surepalli B.O,521213,84.5,Andhra Pradesh,Bruntheega,0.5,1657
Potatoes,HAMIRPURHP,Raili Jajri BO,176039,35.75,Himachal Pradesh,Meshanthan,2,1658
Capsicum,NABARANGAPUR,Badabasini B.O,764073,180.5,Odisha,Genalia,3,1659
Cucumbers,JODHPUR,Lordi Panditji BO,342037,20.75,Rajasthan,Rakshina,0.5,1660
Sweet Potatoes,KAUSHAMBI,Ten Shah Aimabad BO,212207,41,Uttar Pradesh,Kaam,0.5,1661
Tamarind,FATEHABAD,Jhalnia BO,125050,87,Haryana,Ragayazhini,0.5,1662
Carrots,MANDI,Gangoti BO,175032,131.5,Himachal Pradesh,Hajentha,2.5,1663
Strawberry,BARABANKI,Jhanjhari BO,225304,606.25,Uttar Pradesh,Vinata,1.5,1664
Spinach,SHIVAMOGGA,Shiralakoppa S.O,577428,134,Karnataka,Shaurya,2.5,1665
Oats,GAYA,DARAMPUR,804403,78,Bihar,Warnaja,0.5,1666
Grapes,BARDHAMAN,Kulai BO,713132,32.5,West Bengal,Brahmdev,0.5,1667
Masoor Dal,KOPPAL,Menedal B.O,583279,195.5,Karnataka,Arhana,2,1668
Barley,PRATAPGARH,Amawan BO,230132,67.75,Uttar Pradesh,Kulamynthan,0.5,1669
Rice,NORTH WEST DELHI,Model Town II SO,110009,69,Delhi,Soven,1.5,1670
Garlic,PURULIYA,Tunta BO,723201,562,West Bengal,Janalia,2,1671
Corn,RAIGARH,Poladpur SO,402303,569.5,Maharashtra,Ashwathaman,3,1672
Wheat,KARIMGANJ,Duttagram B.O,788722,39.5,Assam,Heemavarthini,1,1673
Onions,WEST CHAMPARAN,Bettiah RS SO,845438,86.5,Bihar,Vamirtha,2,1674
Garlic,PERAMBALUR,Karianur B.O,621117,843.25,Tamil Nadu,Kapotakshi,3,1675
Sweet Potatoes,BELLARY,Karadi Ayyanahalli B.O,583216,81.75,Karnataka,Kulini,1,1676
Capsicum,KUSHINAGAR,Ragarganj BO,274306,30,Uttar Pradesh,Roobajana,0.5,1677
Corn,SANGRUR,Nainewal BO,148102,284.75,Punjab,Raeshma,1.5,1678
Tamarind,Kohima,Peren S.O,797101,260.75,Nagaland,Vithujan,1.5,1679
Onions,Champhai,Hruaikawn B.O,796321,129.75,Mizoram,Virikvas,3,1680
Cucumbers,Kolhapur,Arale B.O,416114,124,Maharashtra,Divashan,3,1681
Potatoes,PRAKASAM,Nelaturu B.O,523211,44.75,Andhra Pradesh,Nivethan,2.5,1682
Spinach,DHARMAPURI,Sunchalnatham B.O,636810,134,Tamil Nadu,Vilasa,2.5,1683
Rajma,SALEM,Kandashramam B.O,636140,253.75,Tamil Nadu,Jaishi,1.5,1684
Oats,GARHWA,Pipri Kala BO,822128,156,Jharkhand,Sandhatha,1,1685
Rice,KHERI,Ram Nagar Khurd BO,262802,138.25,Uttar Pradesh,Ganishya,3,1686
Carrots,PAKUR,Daldali BO,816107,131.5,Jharkhand,Kavi,2.5,1687
Grapes,Bishnupur,Sagang B.O,795133,129.75,Manipur,Maandavik,2,1688
Masoor Dal,Ahmed Nagar,Tisgaon B.O,413712,49,Maharashtra,Sami,0.5,1689
Wheat,KHORDA,Baramunda Colony S.O,751003,79,Odisha,Pranava,2,1690
Barley,TUMAKURU,Bhupasandra B.O,572125,67.75,Karnataka,Rayeesha,0.5,1691
Strawberry,GHAZIABAD,Mohan Nagar SO,201007,1212.5,Uttar Pradesh,Yaathagen,3,1692
Wheat,Pune,Dapodi S.O,411012,19.75,Maharashtra,Cithursha,0.5,1693
Capsicum,BIRBHUM,Omarpur BO,731222,150.5,West Bengal,Trislum,2.5,1694
Rajma,PALAKKAD,Olivemount BO,678702,507.5,Kerala,Jajvalya,3,1695
Cucumbers,SHAJAPUR,Dasta Khedi B.O,465220,82.75,Madhya Pradesh,Gautheepan,2,1696
Oats,WEST MIDNAPORE,Janardanpur BO,721149,468,West Bengal,Hanumika,3,1697
Grapes,NANDED,Sawana B.O,431802,32.5,Maharashtra,Letchmy,0.5,1698
Carrots,ALIRAJPUR,Attha B.O,457888,52.75,Madhya Pradesh,Muthanlakshmi,1,1699
Strawberry,HAMIRPURHP,Patnaun BO,177023,404.25,Himachal Pradesh,Sailaja,1,1700
Tamarind,DARRANG,Sipajhar S.O,784145,347.75,Assam,Sivakulan,2,1701
Onions,West Tripura,No.2 Chandranagar B.O,799102,43.25,Tripura,Sanchan,1,1702
Corn,BARDHAMAN,Ausgram BO,713152,379.75,West Bengal,Swayambhu,2,1703
Spinach,Warangal,Tadvai B.O,506344,26.75,Telangana,Thennan,0.5,1704
Sweet Potatoes,Kodagu,Nelji B.O,571214,41,Karnataka,Aabarshana,0.5,1705
Barley,BELAGAVI,Chinchani B.O,591287,203,Karnataka,Suvathithan,1.5,1706
Garlic,BARMER,Sinli Jagir B.O,344022,421.5,Rajasthan,Nidhanya,1.5,1707
Rice,KARIM NAGAR,Deshrajpalli B.O,505451,115.25,Telangana,Tharnish,2.5,1708
Masoor Dal,PATHANAMTHITTA,Kozhencherry East BO,689641,293.25,Kerala,Yahilan,3,1709
Potatoes,THRISSUR,Parappukkara SO,680310,44.75,Kerala,Aaralan,2.5,1710
Garlic,SIKAR,Patwari Ka Bas BO,332715,562,Rajasthan,Vimalya,2,1711
Capsicum,MORENA,Gopi B.O,476554,120.25,Madhya Pradesh,Aruleni,2,1712
Cucumbers,HAMIRPURHP,Dain BO,176042,124,Himachal Pradesh,Mathivasan,3,1713
Wheat,PUNE,Ranjane B.O,411025,19.75,Maharashtra,Isaiyarivu,0.5,1714
Masoor Dal,VADODARA,Jemalgadh BO,391150,146.75,Gujarat,Illakiyachudar,1.5,1715
Corn,JALPAIGURI,Kushiarbari BO,735211,95,West Bengal,Bharathi,0.5,1716
Carrots,SOLAN,Bhojnagar BO,173229,131.5,Himachal Pradesh,Ragushanth,2.5,1717
Strawberry,JHUJHUNU,Togara Kalan B.O,333707,202,Rajasthan,Arhant,0.5,1718
Sweet Potatoes,JALAUN,Aurekhi BO,285123,122.75,Uttar Pradesh,Devyan,1.5,1719
Rajma,SIDHI,Jhanjh B.O,486775,338.5,Madhya Pradesh,Jeganathan,2,1720
Potatoes,Mysuru,Basavarajapura B.O,571602,26.75,Karnataka,Yogeshvaran,1.5,1721
Onions,NAVSARI,Mangrol BO,396436,21.5,Gujarat,Thamira,0.5,1722
Rice,RAJKOT,Khorana BO,360003,92,Gujarat,Ravanan,2,1723
Grapes,MUMBAI,New Prabhadevi Road S.O,400025,32.5,Maharashtra,Diluxika,0.5,1724
Oats,KHUNTI,Sundari BO,835227,234,Jharkhand,Suhas,1.5,1725
Spinach,MAHABUB NAGAR,Kothamolgara B.O,509382,26.75,Telangana,Pitambar,0.5,1726
Tamarind,West Tripura,Nalchar B.O,799115,174,Tripura,Apekshaa,1,1727
Barley,JORHAT,Bandor Chaliha B.O,785633,270.75,Assam,Vidhushnan,2,1728
Sweet Potatoes,SANGAREDDY,Tadlapally B.O,502294,245.25,Telangana,Vaali,3,1729
Rajma,ANANTHAPUR,Y Rama Puram B.O,515741,338.5,Andhra Pradesh,Iraikumaran,2,1730
Potatoes,JASPUR,Bimda BO,496224,53.5,Chattisgarh,Allarkannan,3,1731
Cucumbers,PATNA,SRAMPUR BO,801109,41.25,Bihar,Anishana,1,1732
Barley,Bidar,Kadepur B.O,585327,135.25,Karnataka,Rathmeeka,1,1733
Onions,BANASKANTHA,Jadia BO,385310,86.5,Gujarat,Ashanae,2,1734
Rice,VELLORE,Thuthipattu S.O,635811,46,Tamil Nadu,Kshitish,1,1735
Masoor Dal,SOUTH 24 PARGANAS,Debisabad BO,743376,195.5,West Bengal,Kaswin,2,1736
Grapes,RAJNANDGAON,Ratapayli  BO,491661,64.75,Chattisgarh,Bhawana,1,1737
Corn,DARJILING,Rangali BO,734429,379.75,West Bengal,Jothiruba,2,1738
Spinach,RANGAREDDY,Cherlapatelguda B.O,501506,26.75,Telangana,Malikan,0.5,1739
Tamarind,PRAKASAM,Brahmananidamanuru B.O,523183,521.75,Andhra Pradesh,Moolavan,3,1740
Oats,TIRUCHIRAPPALLI,Nachilipatti B.O,621011,312,Tamil Nadu,Sanura,2,1741
Strawberry,JAUNPUR,Amai BO,222165,1010.5,Uttar Pradesh,Deepavali,2.5,1742
Garlic,Chittoor,Gandrajupalle B.O,517432,843.25,Andhra Pradesh,Ilaya,3,1743
Carrots,JAIPUR,S.F.S.Mansarovar S.O,302020,26.25,Rajasthan,Vedikashri,0.5,1744
Capsicum,PRATAPGHAR,Gopalpura B.O,312626,150.5,Rajasthan,Atmaj,2.5,1745
Wheat,CHICKMAGALUR,S. Madapura B.O,577138,79,Karnataka,Adharshini,2,1746
Potatoes,SHAHJAHANPUR,Kundaria BO,242127,26.75,Uttar Pradesh,Vishvamaya,1.5,1747
Grapes,AJMER,Sanpla B.O,305404,64.75,Rajasthan,Leshya,1,1748
Garlic,SOUTH GOA,Mollem B.O,403410,140.5,Goa,Monasri,0.5,1749
Corn,KANYAKUMARI,Urambu B.O,629160,189.75,Tamil Nadu,Abisayan,1,1750
Carrots,LUDHIANA,Sidhpeeth SO,141001,131.5,Punjab,Harsith,2.5,1751
Strawberry,JHANSI,Ram Nagar BO,284301,1212.5,Uttar Pradesh,Mourya,3,1752
Rajma,SAWAI MADHOPUR,Bhedola BO,322702,423,Rajasthan,Vithurjan,2.5,1753
Sweet Potatoes,BUDAUN,Sisaiya Gusain BO,243630,245.25,Uttar Pradesh,Narois,3,1754
Oats,PURNIA,Ranipatra SO,854337,234,Bihar,Jebanesan,1.5,1755
Rice,JHAJJAR,Mundakhera BO,124105,115.25,Madhya Pradesh,Arthami,2.5,1756
Masoor Dal,Bidar,Alwai B.O,585416,244.5,Karnataka,Asminika,2.5,1757
Barley,PATIALA,Khadauli BO,140402,406,Punjab,Thanarajan,3,1758
Onions,SEHORE,Aarya B.O,466115,43.25,Madhya Pradesh,Harnith,1,1759
Spinach,VARANASI,Hathi Bazar SO,221405,134,Uttar Pradesh,Triparna,2.5,1760
Wheat,KASARGOD,Katukukke BO,671552,118.5,Kerala,Kamika,3,1761
Tamarind,KOTTAYAM,Kulasekharamangalam SO,686608,521.75,Kerala,Arthika,3,1762
Cucumbers,HOSHANGABAD,Taronkala B.O,461775,124,Madhya Pradesh,Visvaruban,3,1763
Capsicum,MAHISAGAR,Kalibel BO,389235,30,Gujarat,Poornathva,0.5,1764
Onions,PRAKASAM,Endrapalle B.O,523327,129.75,Andhra Pradesh,Jathooshan,3,1765
Strawberry,GURGAON,Syed Shahpur BO,122414,808.25,Haryana,Kamaroopine,2,1766
Spinach,BANKURA,Deshra BO,722141,53.5,West Bengal,Ojal,1,1767
Rice,UDAIPUR,Godasar B.O,313026,138.25,Rajasthan,Dhrut,3,1768
Wheat,SITAPUR,Kusuma BO,261121,19.75,Uttar Pradesh,Navissha,0.5,1769
Sweet Potatoes,VELLORE,Mandalanayanagunda B.O,635901,81.75,Tamil Nadu,Krissmitha,1,1770
Capsicum,ANANTHAPUR,Medikurthi B.O,515465,180.5,Andhra Pradesh,Guruprasad,3,1771
Grapes,VISAKHAPATNAM,K Yellavaram B.O,531118,129.75,Andhra Pradesh,Anbu,2,1772
Masoor Dal,KANGRA,Bachhwai BO,176107,244.5,Himachal Pradesh,Vishvesh,2.5,1773
Corn,BEED,Sandas Chincholi B.O,431131,379.75,Maharashtra,Nivoshanya,2,1774
Rajma,VARANASI,Kundi BO,221204,169.25,Uttar Pradesh,Amiy,1,1775
Carrots,JALAUN,Kharka,285001,79,Uttar Pradesh,Senthaalan,1.5,1776
Potatoes,MORBI,Makansar BO,363642,35.75,Gujarat,Olinila,2,1777
Oats,PURULIYA,Chharrah BO,723147,78,West Bengal,Kuvana,0.5,1778
Cucumbers,NORTH GOA,Tuem B.O,403512,124,Goa,Kosika,3,1779
Tamarind,RAYAGADA,Gunupur S.O,765022,347.75,Odisha,Sutharshnan,2,1780
Barley,DAKSHINA KANNADA,Nainad B.O,574233,135.25,Karnataka,Jeevithan,1,1781
Garlic,NELLORE,Palur B.O,524407,702.5,Andhra Pradesh,Athul,2.5,1782
Rajma,MUZAFFARNAGAR,Behra Assa BO,251314,169.25,Uttar Pradesh,Nimaash,1,1783
Sweet Potatoes,East Siang,Borguli B.O,791104,163.5,Arunachal Pradesh,Rihanshi,2,1784
Garlic,PILIBHIT,Harrai BO,262201,843.25,Uttar Pradesh,Peetashma,3,1785
Cucumbers,MATHURA,Farah SO,281122,20.75,Uttar Pradesh,Kanishkashree,0.5,1786
Capsicum,SURENDRA NAGAR,Chhalala BO,363415,120.25,Gujarat,Vithagan,2,1787
Wheat,KACHCHH,Khengarpar BO,370165,39.5,Gujarat,Vanishha,1,1788
Onions,DEHRADUN,Nakronda BO,248008,21.5,Uttarakhand,Mittu,0.5,1789
Strawberry,CHANDRAPUR,Kurza B.O,441206,202,Maharashtra,Ninu,0.5,1790
Masoor Dal,VADODARA,Baravad BO,391160,195.5,Gujarat,Natheera,2,1791
Tamarind,South Tripura,Karbook B.O,799104,521.75,Tripura,Nanitha,3,1792
Oats,SOUTH GOA,Canacona S.O,403702,390,Goa,Naga,2.5,1793
Potatoes,KHEDA,Kanavada BO,388180,44.75,Gujarat,Ravirajesh,2.5,1794
Rice,UDAIPUR,Kadia B.O,313325,92,Rajasthan,Vaemishan,2,1795
Spinach,Kurnool,Aspari S.O,518347,80.25,Andhra Pradesh,Shivangel,1.5,1796
Corn,SURENDRA NAGAR,Jasapar BO,363510,569.5,Gujarat,Rishikka,3,1797
Barley,BIJAPUR(KAR),Benakanhalli B.O,586112,203,Karnataka,Uththaman,1.5,1798
Grapes,SIWAN,Pachokhar BO,841245,194.5,Bihar,Yashas,3,1799
Carrots,ROHTAS,Khanaithi BO,821107,105.25,Bihar,Amalyana,2,1800
Capsicum,SATARA,Ambawade B.O,415013,60.25,Maharashtra,Manveeta,1,1801
Corn,DHULE,Amkhel B.O,424305,379.75,Maharashtra,Aneeksha,2,1802
Strawberry,East Khasi Hills,Tyrna B.O,793108,202,Megalaya,Alaka,0.5,1803
Cucumbers,DHANBAD,Bhitia BO,828109,124,Jharkhand,Navena,3,1804
Potatoes,SAHARANPUR,Bhaila Kalan BO,247554,44.75,Uttar Pradesh,Raman,2.5,1805
Spinach,AHMED NAGAR,Vridheshwar SSK S.O,414505,134,Maharashtra,Piraiselvan,2.5,1806
Garlic,BAREILLY,Jitaur BO,243302,562,Uttar Pradesh,Kaesikan,2,1807
Rice,NAVSARI,Panar SO,396460,138.25,Gujarat,Wedant,3,1808
Sweet Potatoes,Ananthapur,Lakkasamudram B.O,515541,245.25,Andhra Pradesh,Inthrabavana,3,1809
Rajma,VELLORE,Kainoor BO,631003,169.25,Tamil Nadu,Hemendu,1,1810
Onions,MUMBAI,Ranade Road S.O,400028,86.5,Maharashtra,Aratrika,2,1811
Wheat,RATNAGIRI,Chinchavali B.O,415640,118.5,Maharashtra,Dhanukshan,3,1812
Carrots,HINGOLI,Kehal B.O,431510,105.25,Maharashtra,Janakan,2,1813
Grapes,SAHARANPUR,Mangal Nagar SO,247001,194.5,Uttar Pradesh,Naeshini,3,1814
Tamarind,Krishna,Vemavaram B.O,521331,87,Andhra Pradesh,Dharana,0.5,1815
Oats,Gadchiroli,Hirapur B.O,442605,312,Maharashtra,Vharnika,2,1816
Barley,SHIVAMOGGA,Bhadra Reservoir Project S.O,577115,135.25,Karnataka,Prianka,1,1817
Masoor Dal,SIRSA,Madho Singhana BO,125055,293.25,Haryana,Dayalu,3,1818
Onions,AURANGABAD,Bankinhola B.O,431135,43.25,Maharashtra,Viyamisha,1,1819
Barley,KHORDA,Chakapada B.O,752062,203,Odisha,Gulsan,1.5,1820
Garlic,AMRAVATI,Shingori B.O,444905,421.5,Maharashtra,Hetav,1.5,1821
Spinach,SOUTH 24 PARGANAS,Paschim Jata BO,743383,53.5,West Bengal,Athuran,1,1822
Capsicum,HOWRAH,Sauria BO,711413,150.5,West Bengal,Prayantha,2.5,1823
Sweet Potatoes,SHAJAPUR,Dasta Khedi B.O,465220,41,Madhya Pradesh,Kshipa,0.5,1824
Rajma,TIRUVANNAMALAI,Alliyandal BO,604503,253.75,Tamil Nadu,Jayahari,1.5,1825
Cucumbers,RAIPUR,Gaurbhat BO,493441,20.75,Chattisgarh,Praya,0.5,1826
Strawberry,Malegaon,Sakorewani B.O,422209,404.25,Maharashtra,Makar,1,1827
Masoor Dal,KARIM NAGAR,Kamanpur B.O,505002,195.5,Telangana,Dhar,2,1828
Grapes,NALGONDA,Takkellapahad B.O,508208,64.75,Telangana,Prayaag,1,1829
Wheat,DHARMAPURI,Hale Dharmapuri B.O,636701,118.5,Tamil Nadu,Ektaa,3,1830
Carrots,MANCHERIAL,Lingapur B.O,504206,158,Telangana,Priyena,3,1831
Rice,CHICKMAGALUR,Urubage B.O,577132,138.25,Karnataka,Kaveesha,3,1832
Tamarind,VELLORE,Kondakuppam BO,632520,521.75,Tamil Nadu,Rajak,3,1833
Oats,KISHANGANJ,Thakurganj SO,855116,78,Bihar,Veronika,0.5,1834
Potatoes,Ahmed Nagar,Tisgaon B.O,413712,26.75,Maharashtra,Aniv,1.5,1835
Corn,FARIDABAD,Gurukul Indraprashtha BO,121003,189.75,Haryana,Yasmi,1,1836
Sweet Potatoes,KACHCHH,Sadau BO,370421,245.25,Gujarat,Nathisha,3,1837
Barley,WEST MIDNAPORE,Dudhkumrarhat BO,721130,135.25,West Bengal,Ciman,1,1838
Masoor Dal,GAUTAM BUDDHA NAGAR,Nagla Charandas BO,201305,146.75,Uttar Pradesh,Visvadini,1.5,1839
Rajma,SHIVPURI,Kalipahadi Mathure B.O,473665,423,Madhya Pradesh,Thushanthi,2.5,1840
Strawberry,BHONGIR,Vasalmari B.O,508115,202,Telangana,Devananthini,0.5,1841
Wheat,South Tripura,Karbook B.O,799104,98.75,Tripura,Dakshakanya,2.5,1842
Rice,DEOGHAR,Chulhiya BO,814157,138.25,Jharkhand,Samyatha,3,1843
Cucumbers,EAST GODAVARI,Narasimhapuram B.O,533289,103.5,Andhra Pradesh,Brma,2.5,1844
Carrots,MAYURBHANJ,Dolsara B.O,757054,52.75,Odisha,Myluahanan,1,1845
Potatoes,EAST CHAMPARAN,Madhopur Karamwa BO,845431,53.5,Bihar,Aranmika,3,1846
Tamarind,KAIMUR BHABUA,Bhabua SO,821101,347.75,Bihar,Pranish,2,1847
Spinach,MAYURBHANJ,Nuagaon kurkutia B.O,757033,107.25,Odisha,Jayalakshmi,2,1848
Capsicum,AJMER,Untra B.O,305023,150.5,Rajasthan,Daarnusha,2.5,1849
Grapes,CHITRADURGA,Chikkandawadi B.O,577523,64.75,Karnataka,Jaisinha,1,1850
Garlic,RAJKOT,Shrinathgadh BO,360330,702.5,Gujarat,Akalja,2.5,1851
Onions,KATHUA,Seswan BO,184144,108,Jammu and Kashmir,Ariniya,2.5,1852
Corn,KHARGONE,Sundrel B.O,451331,474.75,Madhya Pradesh,Hemavati,2.5,1853
Oats,CUDDALORE,Erumbur B.O,608704,390,Tamil Nadu,Mohinth,2.5,1854
Rice,CUDDALORE,Karumbur B.O,607108,23,Tamil Nadu,Sadgun,0.5,1855
Rajma,BHOJPUR,Lilari BO,802223,507.5,Bihar,Aviraj,3,1856
Barley,BARMER,Kapurdi B.O,344001,338.5,Rajasthan,Mairathan,2.5,1857
Sweet Potatoes,DHARMAPURI,Hale Dharmapuri B.O,636701,204.5,Tamil Nadu,Krishnitha,2.5,1858
Tamarind,DHENKANAL,Anlajhari B.O,759017,347.75,Odisha,Mathurbanan,2,1859
Carrots,JAGTIAL,Kalvakota B.O,505453,158,Telangana,Adwaita,3,1860
Oats,PUNE,Khadaki B.O,413130,390,Maharashtra,Ponni,2.5,1861
Wheat,BARGARH,Sargibahal B.O,768049,19.75,Odisha,Rakesah,0.5,1862
Strawberry,KATNI,Katni Madhav Nagar S.O,483504,202,Madhya Pradesh,Kavyamitra,0.5,1863
Garlic,TIKAMGARH,Pratappura B.O,472246,140.5,Madhya Pradesh,Prithvika,0.5,1864
Cucumbers,KOLLAM,Kadathur Ward BO,690523,82.75,Kerala,Isaichelvan,2,1865
Capsicum,EAST SIKKIM,Phadamchen BO,737131,180.5,Sikkim,Maniram,3,1866
